country,year,sex,age,suicides_no,population,suicides/100k pop,gdp_per_capita ($),generation,GDP_for_year ($)
90,2012,0,2,104,1205654,8.63,87951,2,1971284053
90,2012,0,1,29,536457,5.41,87951,4,1971284053
90,2012,0,0,10,460498,2.17,87951,4,1971284053
90,2012,1,3,3,408718,0.73,87951,3,1971284053
90,2012,0,3,0,387636,0,87951,3,1971284053
90,2013,1,5,146,256661,56.88,89634,5,1309406071
90,2013,1,4,253,848732,29.81,89634,0,1309406071
90,2013,1,2,255,1233315,20.68,89634,2,1309406071
90,2013,1,1,78,556884,14.01,89634,4,1309406071
90,2013,0,4,109,886881,12.29,89634,0,1309406071
90,2013,1,0,52,480011,10.83,89634,4,1309406071
90,2013,0,5,37,401512,9.22,89634,5,1309406071
90,2013,0,2,100,1212632,8.25,89634,2,1309406071
90,2013,0,1,21,545796,3.85,89634,4,1309406071
90,2013,0,0,17,460483,3.69,89634,4,1309406071
90,2013,1,3,2,409829,0.49,89634,3,1309406071
90,2013,0,3,1,388582,0.26,89634,3,1309406071
90,2014,1,5,144,267638,53.8,90809,5,512956095
90,2014,1,4,249,871329,28.58,90809,0,512956095
90,2014,1,2,245,1244576,19.69,90809,2,512956095
90,2014,1,1,68,572530,11.88,90809,4,512956095
90,2014,0,5,47,408120,11.52,90809,5,512956095
90,2014,1,0,48,488444,9.83,90809,4,512956095
90,2014,0,4,88,904916,9.72,90809,0,512956095
90,2014,0,2,95,1223053,7.77,90809,2,512956095
90,2014,0,1,30,565099,5.31,90809,4,512956095
90,2014,0,0,14,468004,2.99,90809,4,512956095
90,2014,0,3,2,387232,0.52,90809,3,512956095
90,2014,1,3,2,408680,0.49,90809,3,512956095
90,2015,1,5,143,275569,51.89,86068,5,684334090
90,2015,1,4,264,891482,29.61,86068,0,684334090
90,2015,1,2,242,1248988,19.38,86068,2,684334090
90,2015,1,1,80,586880,13.63,86068,4,684334090
90,2015,1,0,62,482708,12.84,86068,4,684334090
90,2015,0,5,41,414205,9.9,86068,5,684334090
90,2015,0,2,111,1227126,9.05,86068,2,684334090
90,2015,0,4,82,922222,8.89,86068,0,684334090
90,2015,0,0,20,462559,4.32,86068,4,684334090
90,2015,0,1,24,577973,4.15,86068,4,684334090
90,2015,0,3,2,390910,0.51,86068,3,684334090
90,2015,1,3,2,411880,0.49,86068,3,684334090
91,1985,1,1,453,4104134,11.04,840,0,245987048
91,1985,1,4,211,1912525,11.03,840,1,245987048
91,1985,0,0,593,5558670,10.67,840,2,245987048
91,1985,1,0,573,5671609,10.1,840,2,245987048
91,1985,1,5,28,289378,9.68,840,1,245987048
91,1985,1,2,448,4748330,9.43,840,5,245987048
91,1985,0,1,254,4232095,6,840,0,245987048
91,1985,0,2,236,4923818,4.79,840,5,245987048
91,1985,0,4,94,2055721,4.57,840,1,245987048
91,1985,0,5,17,424010,4.01,840,1,245987048
91,1985,0,3,46,6090740,0.76,840,2,245987048
91,1985,1,3,29,6292413,0.46,840,2,245987048
91,1986,1,4,214,2003202,10.68,911,1,147073162
91,1986,1,1,449,4245701,10.58,911,0,147073162
91,1986,1,2,495,4920429,10.06,911,5,147073162
91,1986,1,0,555,5782196,9.6,911,2,147073162
91,1986,0,0,485,5664614,8.56,911,2,147073162
91,1986,1,5,22,304445,7.23,911,1,147073162
91,1986,0,1,229,4396441,5.21,911,0,147073162
91,1986,0,2,204,5141949,3.97,911,5,147073162
91,1986,0,4,66,2156904,3.06,911,1,147073162
91,1986,0,5,8,443980,1.8,911,1,147073162
91,1986,1,3,39,6233965,0.63,911,2,147073162
91,1986,0,3,32,6037639,0.53,911,2,147073162
91,1987,1,4,239,2100709,11.38,1045,1,1004168856
91,1987,1,5,36,319010,11.28,1045,1,1004168856
91,1987,1,0,621,5884434,10.55,1045,2,1004168856
91,1987,1,1,454,4380094,10.37,1045,0,1004168856
91,1987,0,0,531,5761312,9.22,1045,2,1004168856
91,1987,1,2,458,5107474,8.97,1045,5,1004168856
91,1987,0,1,265,4549086,5.83,1045,0,1004168856
91,1987,0,5,20,463349,4.32,1045,1,1004168856
91,1987,0,4,96,2269321,4.23,1045,1,1004168856
91,1987,0,2,227,5381053,4.22,1045,5,1004168856
91,1987,1,3,47,6175269,0.76,1045,2,1004168856
91,1987,0,3,41,5985299,0.69,1045,2,1004168856
91,1990,1,5,55,355816,15.46,1666,1,556281954
91,1990,1,1,622,4749653,13.1,1666,0,556281954
91,1990,1,0,753,6077084,12.39,1666,2,556281954
91,1990,1,4,293,2438191,12.02,1666,1,556281954
91,1990,1,2,665,5708264,11.65,1666,5,556281954
91,1990,0,0,511,5917572,8.64,1666,2,556281954
91,1990,0,1,339,4920571,6.89,1666,0,556281954
91,1990,0,5,29,515149,5.63,1666,1,556281954
91,1990,0,2,290,6146476,4.72,1666,5,556281954
91,1990,0,4,102,2660151,3.83,1666,1,556281954
91,1990,1,3,51,5967616,0.85,1666,2,556281954
91,1990,0,3,43,5772125,0.74,1666,2,556281954
91,1991,1,1,643,4868128,13.21,1891,0,549552086
91,1991,1,0,768,6087070,12.62,1891,2,549552086
91,1991,1,5,44,371586,11.84,1891,1,549552086
91,1991,1,4,295,2536730,11.63,1891,5,549552086
91,1991,1,2,636,5900518,10.78,1891,0,549552086
91,1991,0,0,460,5931431,7.76,1891,2,549552086
91,1991,0,1,277,4997931,5.54,1891,0,549552086
91,1991,0,4,118,2781252,4.24,1891,5,549552086
91,1991,0,2,268,6340273,4.23,1891,0,549552086
91,1991,0,5,22,532918,4.13,1891,1,549552086
91,1991,1,3,16,5895849,0.27,1891,4,549552086
91,1991,0,3,12,5704007,0.21,1891,4,549552086
91,1992,1,1,641,4975370,12.88,2120,0,216280318
91,1992,1,5,46,385458,11.93,2120,1,216280318
91,1992,1,0,715,6074765,11.77,2120,2,216280318
91,1992,1,2,672,6094652,11.03,2120,0,216280318
91,1992,1,4,274,2638704,10.38,2120,5,216280318
91,1992,0,0,475,5920487,8.02,2120,2,216280318
91,1992,0,1,322,5061899,6.36,2120,0,216280318
91,1992,0,2,283,6521746,4.34,2120,0,216280318
91,1992,0,5,17,548576,3.1,2120,1,216280318
91,1992,0,4,86,2905183,2.96,2120,5,216280318
91,1992,1,3,11,5819120,0.19,2120,4,216280318
91,1992,0,3,8,5624480,0.14,2120,4,216280318
91,1994,1,5,35,368000,9.51,2784,1,654610942
91,1994,1,1,457,5433000,8.41,2784,0,654610942
91,1994,1,4,205,2446000,8.38,2784,5,654610942
91,1994,1,0,483,6181000,7.81,2784,2,654610942
91,1994,1,2,431,6064000,7.11,2784,0,654610942
91,1994,0,0,255,5973000,4.27,2784,2,654610942
91,1994,0,2,204,6170000,3.31,2784,0,654610942
91,1994,0,1,152,5290000,2.87,2784,0,654610942
91,1994,0,4,72,2777000,2.59,2784,5,654610942
91,1994,0,5,11,559000,1.97,2784,1,654610942
91,1994,0,3,1,5609000,0.02,2784,4,654610942
91,1994,1,3,1,5821000,0.02,2784,4,654610942
91,1995,1,1,931,5235459,17.78,3114,2,1774828307
91,1995,1,0,847,5996449,14.13,3114,2,1774828307
91,1995,1,2,883,6725727,13.13,3114,0,1774828307
91,1995,1,5,49,425976,11.5,3114,1,1774828307
91,1995,1,4,334,2948209,11.33,3114,5,1774828307
91,1995,0,0,362,5852275,6.19,3114,2,1774828307
91,1995,0,1,287,5230422,5.49,3114,2,1774828307
91,1995,0,2,309,7081475,4.36,3114,0,1774828307
91,1995,0,5,25,597697,4.18,3114,1,1774828307
91,1995,0,4,120,3284191,3.65,3114,5,1774828307
91,1995,1,3,56,5592494,1,3114,4,1774828307
91,1995,0,3,42,5395683,0.78,3114,4,1774828307
91,1996,1,1,1040,5350491,19.44,3324,2,1648439621
91,1996,1,0,988,5872928,16.82,3324,2,1648439621
91,1996,1,2,880,7038730,12.5,3324,0,1648439621
91,1996,1,4,349,3033530,11.5,3324,5,1648439621
91,1996,1,5,43,450130,9.55,3324,1,1648439621
91,1996,0,1,321,5387825,5.96,3324,2,1648439621
91,1996,0,0,341,5739023,5.94,3324,2,1648439621
91,1996,0,2,335,7377294,4.54,3324,0,1648439621
91,1996,0,4,127,3384108,3.75,3324,5,1648439621
91,1996,0,5,19,623543,3.05,3324,1,1648439621
91,1996,0,3,0,5304296,0,3324,4,1648439621
91,1996,1,3,0,5508805,0,3324,4,1648439621
91,1997,1,1,1018,5434836,18.73,2689,2,143586711
91,1997,1,0,873,5753768,15.17,2689,2,143586711
91,1997,1,2,946,7383107,12.81,2689,0,143586711
91,1997,1,5,53,474539,11.17,2689,1,143586711
91,1997,1,4,306,3119739,9.81,2689,5,143586711
91,1997,0,0,268,5622677,4.77,2689,2,143586711
91,1997,0,1,237,5526117,4.29,2689,2,143586711
91,1997,0,2,318,7717870,4.12,2689,0,143586711
91,1997,0,4,117,3488033,3.35,2689,5,143586711
91,1997,0,5,14,650823,2.15,2689,1,143586711
91,1997,0,3,0,5240629,0,2689,4,143586711
91,1997,1,3,0,5446950,0,2689,4,143586711
91,1998,1,1,1222,5480327,22.3,2005,2,2006556431
91,1998,1,0,990,5647183,17.53,2005,2,2006556431
91,1998,1,2,1127,7751471,14.54,2005,0,2006556431
91,1998,1,4,419,3207588,13.06,2005,5,2006556431
91,1998,1,5,46,500114,9.2,2005,1,2006556431
91,1998,0,0,304,5512158,5.52,2005,2,2006556431
91,1998,0,1,286,5630176,5.08,2005,2,2006556431
91,1998,0,2,343,8095997,4.24,2005,0,2006556431
91,1998,0,4,142,3595775,3.95,2005,5,2006556431
91,1998,0,5,20,680581,2.94,2005,1,2006556431
91,1998,1,3,38,5397792,0.7,2005,4,2006556431
91,1998,0,3,26,5192621,0.5,2005,4,2006556431
91,1999,1,1,1272,5479479,23.21,2203,2,2114880576
91,1999,1,0,983,5554216,17.7,2203,2,2114880576
91,1999,1,2,1234,8133153,15.17,2203,0,2114880576
91,1999,1,4,469,3298897,14.22,2203,5,2114880576
91,1999,1,5,72,527861,13.64,2203,1,2114880576
91,1999,0,1,324,5683342,5.7,2203,2,2114880576
91,1999,0,0,283,5409200,5.23,2203,2,2114880576
91,1999,0,4,174,3706771,4.69,2203,5,2114880576
91,1999,0,2,380,8500029,4.47,2203,0,2114880576
91,1999,0,5,28,713838,3.92,2203,1,2114880576
91,1999,1,3,38,5352827,0.71,2203,4,2114880576
91,1999,0,3,19,5148247,0.37,2203,4,2114880576
91,2000,1,1,1284,5430800,23.64,2169,2,1838256914
91,2000,1,0,961,5473800,17.56,2169,2,1838256914
91,2000,1,2,1263,8517696,14.83,2169,0,1838256914
91,2000,1,4,454,3396287,13.37,2169,5,1838256914
91,2000,1,5,71,558173,12.72,2169,1,1838256914
91,2000,0,5,43,751074,5.73,2169,1,1838256914
91,2000,0,2,444,8919470,4.98,2169,0,1838256914
91,2000,0,0,248,5314448,4.67,2169,2,1838256914
91,2000,0,1,261,5675628,4.6,2169,2,1838256914
91,2000,0,4,153,3820685,4,2169,5,1838256914
91,2000,0,3,0,5098737,0,2169,4,1838256914
91,2000,1,3,0,5305337,0,2169,4,1838256914
91,2002,1,1,1063,5791577,18.35,2305,2,1156865079
91,2002,1,5,99,613130,16.15,2305,5,1156865079
91,2002,1,4,522,3362623,15.52,2305,5,1156865079
91,2002,1,2,1252,8581154,14.59,2305,0,1156865079
91,2002,1,0,743,5384313,13.8,2305,4,1156865079
91,2002,0,2,456,8981392,5.08,2305,0,1156865079
91,2002,0,5,43,866092,4.96,2305,5,1156865079
91,2002,0,1,287,5812384,4.94,2305,2,1156865079
91,2002,0,4,183,3816883,4.79,2305,5,1156865079
91,2002,0,0,199,5194271,3.83,2305,4,1156865079
91,2002,1,3,33,5077442,0.65,2305,4,1156865079
91,2002,0,3,22,4782128,0.46,2305,4,1156865079
91,2003,1,1,912,5433433,16.78,2531,2,1956798184
91,2003,1,4,531,3697698,14.36,2531,5,1956798184
91,2003,1,2,1277,9254313,13.8,2531,0,1956798184
91,2003,1,5,93,680116,13.67,2531,5,1956798184
91,2003,1,0,579,5371988,10.78,2531,4,1956798184
91,2003,0,5,41,894196,4.59,2531,5,1956798184
91,2003,0,1,248,5596786,4.43,2531,2,1956798184
91,2003,0,4,183,4180149,4.38,2531,5,1956798184
91,2003,0,2,394,9801993,4.02,2531,0,1956798184
91,2003,0,0,177,5249392,3.37,2531,4,1956798184
91,2003,1,3,33,5101537,0.65,2531,4,1956798184
91,2003,0,3,16,4897350,0.33,2531,4,1956798184
91,2004,1,1,915,5415213,16.9,2849,2,1096784313
91,2004,1,2,1251,9483233,13.19,2849,0,1096784313
91,2004,1,5,93,719132,12.93,2849,5,1096784313
91,2004,1,4,491,3818852,12.86,2849,5,1096784313
91,2004,1,0,486,5311644,9.15,2849,4,1096784313
91,2004,0,5,46,944827,4.87,2849,5,1096784313
91,2004,0,4,190,4322098,4.4,2849,5,1096784313
91,2004,0,2,413,10068026,4.1,2849,0,1096784313
91,2004,0,1,220,5553004,3.96,2849,2,1096784313
91,2004,0,0,162,5201780,3.11,2849,4,1096784313
91,2004,1,3,17,5028787,0.34,2849,4,1096784313
91,2004,0,3,12,4819777,0.25,2849,4,1096784313
91,2005,1,1,838,5394031,15.54,3094,2,339938930
91,2005,1,5,94,756122,12.43,3094,5,339938930
91,2005,1,4,486,3955327,12.29,3094,5,339938930
91,2005,1,2,1128,9695484,11.63,3094,0,339938930
91,2005,1,0,458,5246514,8.73,3094,4,339938930
91,2005,0,4,175,4480508,3.91,3094,5,339938930
91,2005,0,2,383,10311164,3.71,3094,0,339938930
91,2005,0,1,187,5511934,3.39,3094,2,339938930
91,2005,0,5,33,996752,3.31,3094,5,339938930
91,2005,0,0,117,5146603,2.27,3094,4,339938930
91,2005,1,3,26,4951038,0.53,3094,4,339938930
91,2005,0,3,12,4737188,0.25,3094,4,339938930
91,2006,1,1,765,5386410,14.2,3598,2,1579812512
91,2006,1,2,1150,9887556,11.63,3598,0,1579812512
91,2006,1,4,458,4090909,11.2,3598,5,1579812512
91,2006,1,5,87,801587,10.85,3598,5,1579812512
91,2006,1,0,378,5162684,7.32,3598,4,1579812512
91,2006,0,2,339,10529498,3.22,3598,0,1579812512
91,2006,0,4,147,4640141,3.17,3598,5,1579812512
91,2006,0,5,27,1054449,2.56,3598,5,1579812512
91,2006,0,1,139,5487543,2.53,3598,2,1579812512
91,2006,0,0,91,5071455,1.79,3598,4,1579812512
91,2006,1,3,14,4871391,0.29,3598,4,1579812512
91,2006,0,3,13,4652889,0.28,3598,4,1579812512
91,2007,1,5,104,708031,14.69,4461,5,949645488
91,2007,1,1,798,5444545,14.66,4461,2,949645488
91,2007,1,4,470,3718870,12.64,4461,5,949645488
91,2007,1,2,1149,9422822,12.19,4461,0,949645488
91,2007,1,0,406,4948804,8.2,4461,4,949645488
91,2007,0,5,43,1017629,4.23,4461,5,949645488
91,2007,0,4,155,4278519,3.62,4461,5,949645488
91,2007,0,2,356,9981463,3.57,4461,0,949645488
91,2007,0,1,159,5419991,2.93,4461,2,949645488
91,2007,0,0,89,4762664,1.87,4461,4,949645488
91,2007,1,3,16,4752235,0.34,4461,3,949645488
91,2007,0,3,9,4486048,0.2,4461,3,949645488
91,2008,1,1,757,5411804,13.99,4921,2,674694896
91,2008,1,5,101,726812,13.9,4921,5,674694896
91,2008,1,4,473,3802960,12.44,4921,5,674694896
91,2008,1,2,1188,9562677,12.42,4921,0,674694896
91,2008,1,0,374,4934951,7.58,4921,4,674694896
91,2008,0,5,50,1054269,4.74,4921,5,674694896
91,2008,0,4,173,4389154,3.94,4921,5,674694896
91,2008,0,2,398,10132362,3.93,4921,0,674694896
91,2008,0,1,143,5373526,2.66,4921,2,674694896
91,2008,0,0,97,4741877,2.05,4921,4,674694896
91,2008,1,3,13,4676722,0.28,4921,3,674694896
91,2008,0,3,11,4409659,0.25,4921,3,674694896
91,2009,1,5,116,755613,15.35,4736,5,1757745811
91,2009,1,4,542,3927105,13.8,4736,5,1757745811
91,2009,1,1,707,5357432,13.2,4736,2,1757745811
91,2009,1,2,1172,9681789,12.11,4736,0,1757745811
91,2009,1,0,369,4914657,7.51,4736,4,1757745811
91,2009,0,4,185,4542278,4.07,4736,5,1757745811
91,2009,0,2,382,10260748,3.72,4736,0,1757745811
91,2009,0,5,35,1099718,3.18,4736,5,1757745811
91,2009,0,1,142,5309573,2.67,4736,2,1757745811
91,2009,0,0,100,4716781,2.12,4736,4,1757745811
91,2009,1,3,20,4588799,0.44,4736,3,1757745811
91,2009,0,3,17,4329225,0.39,4736,3,1757745811
91,2010,1,5,145,787665,18.41,5707,5,1802593131
91,2010,1,1,688,5293421,13,5707,2,1802593131
91,2010,1,4,511,4075634,12.54,5707,5,1802593131
91,2010,1,2,1166,9786527,11.91,5707,2,1802593131
91,2010,1,0,387,4905031,7.89,5707,4,1802593131
91,2010,0,5,41,1146473,3.58,5707,5,1802593131
91,2010,0,4,164,4724470,3.47,5707,5,1802593131
91,2010,0,2,345,10369541,3.33,5707,2,1802593131
91,2010,0,1,164,5237458,3.13,5707,2,1802593131
91,2010,0,0,120,4702548,2.55,5707,4,1802593131
91,2010,1,3,16,4496770,0.36,5707,3,1802593131
91,2010,0,3,14,4244226,0.33,5707,3,1802593131
91,2011,1,1,782,5237957,14.93,6153,4,1451559941
91,2011,1,5,112,827970,13.53,6153,5,1451559941
91,2011,1,2,1227,9897542,12.4,6153,2,1451559941
91,2011,1,4,488,4266668,11.44,6153,0,1451559941
91,2011,1,0,357,4929387,7.24,6153,4,1451559941
91,2011,0,5,56,1205643,4.64,6153,5,1451559941
91,2011,0,4,217,4948016,4.39,6153,0,1451559941
91,2011,0,2,361,10474832,3.45,6153,2,1451559941
91,2011,0,1,147,5172436,2.84,6153,4,1451559941
91,2011,0,0,95,4723611,2.01,6153,4,1451559941
91,2011,1,3,19,4413405,0.43,6153,3,1451559941
91,2011,0,3,12,4164365,0.29,6153,3,1451559941
91,2012,1,5,136,869252,15.65,6584,5,1873864258
91,2012,1,1,721,5121552,14.08,6584,4,1873864258
91,2012,1,4,581,4433963,13.1,6584,0,1873864258
91,2012,1,2,1234,9949264,12.4,6584,2,1873864258
91,2012,1,0,369,4938617,7.47,6584,4,1873864258
91,2012,0,4,222,5145957,4.31,6584,0,1873864258
91,2012,0,5,54,1265466,4.27,6584,5,1873864258
91,2012,0,2,394,10521850,3.74,6584,2,1873864258
91,2012,0,1,162,5050719,3.21,6584,4,1873864258
91,2012,0,0,84,4728702,1.78,6584,4,1873864258
91,2012,0,3,14,4056666,0.35,6584,3,1873864258
91,2012,1,3,14,4300247,0.33,6584,3,1873864258
91,2013,1,5,152,937427,16.21,6917,5,573461675
91,2013,1,1,706,5038432,14.01,6917,4,573461675
91,2013,1,2,1313,10032499,13.09,6917,2,573461675
91,2013,1,4,586,4596763,12.75,6917,0,573461675
91,2013,1,0,331,4956860,6.68,6917,4,573461675
91,2013,0,5,64,1362800,4.7,6917,5,573461675
91,2013,0,2,382,10594744,3.61,6917,2,573461675
91,2013,0,4,190,5336311,3.56,6917,0,573461675
91,2013,0,1,126,4960889,2.54,6917,4,573461675
91,2013,0,0,88,4741021,1.86,6917,4,573461675
91,2013,1,3,17,4224575,0.4,6917,3,573461675
91,2013,0,3,6,3984166,0.15,6917,3,573461675
91,2014,1,1,682,4969108,13.72,6662,4,682531424
91,2014,1,5,137,1005485,13.63,6662,5,682531424
91,2014,1,4,632,4771792,13.24,6662,0,682531424
91,2014,1,2,1274,10095367,12.62,6662,2,682531424
91,2014,1,0,337,4935213,6.83,6662,4,682531424
91,2014,0,5,71,1458962,4.87,6662,5,682531424
91,2014,0,4,240,5539928,4.33,6662,0,682531424
91,2014,0,2,388,10644118,3.65,6662,2,682531424
91,2014,0,1,116,4883263,2.38,6662,4,682531424
91,2014,0,0,49,4717317,1.04,6662,4,682531424
91,2014,0,3,14,3940160,0.36,6662,3,682531424
91,2014,1,3,12,4179206,0.29,6662,3,682531424
91,2015,1,5,174,1068139,16.29,6552,5,1967463915
91,2015,1,2,1482,10101149,14.67,6552,2,1967463915
91,2015,1,4,718,4990958,14.39,6552,0,1967463915
91,2015,1,1,663,4873464,13.6,6552,4,1967463915
91,2015,1,0,317,4847684,6.54,6552,4,1967463915
91,2015,0,4,248,5795996,4.28,6552,0,1967463915
91,2015,0,5,63,1527522,4.12,6552,5,1967463915
91,2015,0,2,363,10646859,3.41,6552,2,1967463915
91,2015,0,1,96,4783703,2.01,6552,4,1967463915
91,2015,0,0,55,4632371,1.19,6552,4,1967463915
91,2015,0,3,14,3881727,0.36,6552,3,1967463915
91,2015,1,3,12,4111704,0.29,6552,3,1967463915
91,2016,1,4,734,5203957,14.1,6713,0,561695583
91,2016,1,2,1421,10084647,14.09,6713,2,561695583
91,2016,1,5,152,1124052,13.52,6713,5,561695583
91,2016,1,1,646,4796355,13.47,6713,4,561695583
91,2016,1,0,322,4736305,6.8,6713,4,561695583
91,2016,0,5,69,1589015,4.34,6713,5,561695583
91,2016,0,4,222,6049756,3.67,6713,0,561695583
91,2016,0,2,375,10629684,3.53,6713,2,561695583
91,2016,0,1,116,4702656,2.47,6713,4,561695583
91,2016,0,0,60,4525574,1.33,6713,4,561695583
92,1985,1,2,9,100000,9,7317,5,1214016225
92,1985,1,1,8,93000,8.6,7317,0,1214016225
92,1985,1,4,2,51000,3.92,7317,1,1214016225
92,1985,1,0,4,123000,3.25,7317,2,1214016225
92,1985,0,0,3,123000,2.44,7317,2,1214016225
92,1985,0,1,2,93000,2.15,7317,0,1214016225
92,1985,1,3,1,124000,0.81,7317,2,1214016225
92,1985,0,2,0,102000,0,7317,5,1214016225
92,1985,0,3,0,121000,0,7317,2,1214016225
92,1985,0,4,0,55000,0,7317,1,1214016225
92,1985,0,5,0,14000,0,7317,1,1214016225
92,1985,1,5,0,9000,0,7317,1,1214016225
92,1986,1,1,25,100800,24.8,4516,0,499477148
92,1986,1,2,21,106900,19.64,4516,5,499477148
92,1986,1,4,8,51800,15.44,4516,1,499477148
92,1986,1,5,1,9200,10.87,4516,1,499477148
92,1986,1,0,13,129300,10.05,4516,2,499477148
92,1986,0,0,12,130300,9.21,4516,2,499477148
92,1986,0,1,9,100800,8.93,4516,0,499477148
92,1986,0,5,1,12200,8.2,4516,1,499477148
92,1986,0,2,9,109900,8.19,4516,5,499477148
92,1986,0,4,4,56900,7.03,4516,1,499477148
92,1986,1,3,1,130300,0.77,4516,2,499477148
92,1986,0,3,0,123200,0,4516,2,499477148
92,1987,1,5,4,9300,43.01,4449,1,502810482
92,1987,1,1,30,102500,29.27,4449,0,502810482
92,1987,1,2,23,108600,21.18,4449,5,502810482
92,1987,1,0,25,131200,19.05,4449,2,502810482
92,1987,1,4,9,52700,17.08,4449,1,502810482
92,1987,0,2,9,111700,8.06,4449,5,502810482
92,1987,0,1,7,102500,6.83,4449,0,502810482
92,1987,0,0,8,132200,6.05,4449,2,502810482
92,1987,0,4,2,57900,3.45,4449,1,502810482
92,1987,0,3,1,125100,0.8,4449,2,502810482
92,1987,1,3,1,132300,0.76,4449,2,502810482
92,1987,0,5,0,12300,0,4449,1,502810482
92,1988,1,5,5,9400,53.19,4104,1,201884777
92,1988,1,1,39,104100,37.46,4104,0,201884777
92,1988,1,4,20,53500,37.38,4104,1,201884777
92,1988,1,2,32,110300,29.01,4104,5,201884777
92,1988,1,0,22,133500,16.48,4104,2,201884777
92,1988,0,5,2,12400,16.13,4104,1,201884777
92,1988,0,1,16,104100,15.37,4104,0,201884777
92,1988,0,2,13,113400,11.46,4104,5,201884777
92,1988,0,0,10,134500,7.43,4104,2,201884777
92,1988,0,3,4,127200,3.14,4104,2,201884777
92,1988,0,4,1,58700,1.7,4104,1,201884777
92,1988,1,3,0,134500,0,4104,2,201884777
92,1989,1,2,45,111000,40.54,4040,5,28091528
92,1989,1,1,37,105000,35.24,4040,0,28091528
92,1989,1,4,15,52000,28.85,4040,1,28091528
92,1989,1,0,30,116000,25.86,4040,2,28091528
92,1989,1,5,2,9000,22.22,4040,1,28091528
92,1989,0,0,20,116000,17.24,4040,2,28091528
92,1989,0,2,11,115000,9.57,4040,5,28091528
92,1989,0,5,1,15000,6.67,4040,1,28091528
92,1989,0,1,5,107000,4.67,4040,0,28091528
92,1989,0,4,2,56000,3.57,4040,1,28091528
92,1989,1,3,3,136000,2.21,4040,2,28091528
92,1989,0,3,2,132000,1.52,4040,2,28091528
92,1990,1,1,43,107000,40.19,4656,0,773032704
92,1990,1,4,16,52000,30.77,4656,1,773032704
92,1990,1,2,34,113000,30.09,4656,5,773032704
92,1990,1,0,30,115000,26.09,4656,2,773032704
92,1990,0,0,17,114000,14.91,4656,2,773032704
92,1990,1,5,1,10000,10,4656,1,773032704
92,1990,0,2,11,119000,9.24,4656,5,773032704
92,1990,0,4,5,57000,8.77,4656,1,773032704
92,1990,0,1,8,109000,7.34,4656,0,773032704
92,1990,0,5,1,16500,6.06,4656,1,773032704
92,1990,0,3,3,136000,2.21,4656,2,773032704
92,1990,1,3,1,140000,0.71,4656,2,773032704
92,1991,1,0,42,114000,36.84,4817,2,1012938586
92,1991,1,4,16,52000,30.77,4817,5,1012938586
92,1991,1,1,32,108000,29.63,4817,0,1012938586
92,1991,1,2,27,117000,23.08,4817,0,1012938586
92,1991,0,0,11,113000,9.73,4817,2,1012938586
92,1991,0,2,8,121000,6.61,4817,0,1012938586
92,1991,0,5,1,16000,6.25,4817,1,1012938586
92,1991,0,1,4,111000,3.6,4817,0,1012938586
92,1991,0,4,2,58000,3.45,4817,5,1012938586
92,1991,0,3,4,139000,2.88,4817,4,1012938586
92,1991,1,3,1,143000,0.7,4817,4,1012938586
92,1991,1,5,0,10000,0,4817,1,1012938586
92,1992,1,5,7,13700,51.09,4803,1,1144585645
92,1992,1,1,37,113500,32.6,4803,0,1144585645
92,1992,1,2,44,140500,31.32,4803,0,1144585645
92,1992,1,4,16,61400,26.06,4803,5,1144585645
92,1992,1,0,31,121600,25.49,4803,2,1144585645
92,1992,0,0,9,102800,8.75,4803,2,1144585645
92,1992,0,1,6,98600,6.09,4803,0,1144585645
92,1992,0,4,3,56500,5.31,4803,5,1144585645
92,1992,0,2,5,121800,4.11,4803,0,1144585645
92,1992,0,3,3,131500,2.28,4803,4,1144585645
92,1992,1,3,2,155000,1.29,4803,4,1144585645
92,1992,0,5,0,15700,0,4803,1,1144585645
92,1993,1,2,59,144600,40.8,4066,0,374521220
92,1993,1,1,46,113000,40.71,4066,0,374521220
92,1993,1,4,16,62100,25.76,4066,5,374521220
92,1993,1,0,26,123800,21,4066,2,374521220
92,1993,0,0,9,104900,8.58,4066,2,374521220
92,1993,1,5,1,14000,7.14,4066,1,374521220
92,1993,0,1,6,98700,6.08,4066,0,374521220
92,1993,0,4,3,57700,5.2,4066,5,374521220
92,1993,0,2,6,126300,4.75,4066,0,374521220
92,1993,0,3,2,132100,1.51,4066,4,374521220
92,1993,0,5,0,16000,0,4066,1,374521220
92,1993,1,3,0,155100,0,4066,4,374521220
92,1994,1,4,23,62900,36.57,4254,5,652238564
92,1994,1,1,35,112100,31.22,4254,0,652238564
92,1994,1,2,35,148900,23.51,4254,0,652238564
92,1994,1,5,3,14200,21.13,4254,1,652238564
92,1994,1,0,20,126500,15.81,4254,2,652238564
92,1994,0,1,10,98600,10.14,4254,0,652238564
92,1994,0,0,10,107700,9.29,4254,2,652238564
92,1994,0,2,7,130800,5.35,4254,0,652238564
92,1994,0,4,3,59100,5.08,4254,5,652238564
92,1994,1,3,2,154000,1.3,4254,4,652238564
92,1994,0,3,0,131800,0,4254,4,652238564
92,1994,0,5,0,16300,0,4254,1,652238564
92,1995,1,5,8,10949,73.07,4637,1,1034246867
92,1995,1,1,42,100908,41.62,4637,2,1034246867
92,1995,1,4,23,57475,40.02,4637,5,1034246867
